detector type,Keypoint detection time(ms),total keypoints,descriptor type,descriptor time taken(ms),matcher type,selector type,Matcher time taken(ms),No of matched points,TTC Lidar,matched points in currBB,TTC Camera,
AKAZE,81.7533,1555,AKAZE,87.6034,MAT_BF,SEL_KNN,134.052,978,9.59863,115,10.5676,
AKAZE,78.5995,1544,AKAZE,88.1043,MAT_BF,SEL_KNN,136.376,974,8.52157,107,10.0101,
AKAZE,79.6273,1563,AKAZE,88.8456,MAT_BF,SEL_KNN,137.142,995,9.51556,112,9.7601,
AKAZE,77.9081,1561,AKAZE,86.6329,MAT_BF,SEL_KNN,137.27,1011,9.61238,102,9.21884,
AKAZE,81.1291,1569,AKAZE,89.4614,MAT_BF,SEL_KNN,137.665,1022,8.3988,106,9.00451,
AKAZE,80.9856,1513,BRIEF,5.90017,
AKAZE,80.6894,1541,BRIEF,5.66033,MAT_BF,SEL_KNN,70.6209,832,12.5156,79,12.5832,
AKAZE,80.3851,1529,BRIEF,5.64567,MAT_BF,SEL_KNN,70.6557,819,12.6142,81,14.8952,
AKAZE,83.7621,1561,BRIEF,5.97213,MAT_BF,SEL_KNN,77.6985,844,14.091,89,13.5944,
AKAZE,82.9652,1545,BRIEF,6.21756,MAT_BF,SEL_KNN,77.1569,817,16.6894,90,14.1511,
AKAZE,83.2497,1526,BRIEF,5.45758,MAT_BF,SEL_KNN,70.926,841,15.7466,88,15.4028,
AKAZE,80.7688,1566,BRIEF,5.87735,MAT_BF,SEL_KNN,77.4894,840,12.7834,87,12.8068,
AKAZE,82.3528,1529,BRIEF,5.76567,MAT_BF,SEL_KNN,72.6575,846,11.9844,99,16.3912,
AKAZE,78.4061,1547,BRIEF,5.98124,MAT_BF,SEL_KNN,72.0586,883,13.1241,99,14.4213,
AKAZE,78.6783,1572,BRIEF,5.77675,MAT_BF,SEL_KNN,73.7005,871,13.0241,103,14.0061,
AKAZE,77.5057,1567,BRIEF,5.97628,MAT_BF,SEL_KNN,78.0276,856,11.1746,95,11.8933,
AKAZE,80.7101,1538,BRIEF,5.92067,MAT_BF,SEL_KNN,72.217,834,12.8086,91,12.5242,
AKAZE,83.1353,1513,BRIEF,5.88096,MAT_BF,SEL_KNN,72.3545,846,8.95978,96,10.2251,
AKAZE,81.6238,1538,BRIEF,5.30485,MAT_BF,SEL_KNN,69.962,883,9.96439,104,10.2528,
AKAZE,80.0939,1555,BRIEF,5.78596,MAT_BF,SEL_KNN,71.7854,889,9.59863,95,10.4786,
AKAZE,93.5295,1544,BRIEF,5.96209,MAT_BF,SEL_KNN,77.3072,901,8.52157,92,9.25159,
AKAZE,82.0325,1563,BRIEF,5.93176,MAT_BF,SEL_KNN,73.1959,897,9.51556,97,10.0024,
AKAZE,77.1707,1561,BRIEF,5.96771,MAT_BF,SEL_KNN,72.4862,896,9.61238,92,9.63699,
AKAZE,77.9125,1569,BRIEF,5.91603,MAT_BF,SEL_KNN,77.6457,967,8.3988,94,9.18666,
AKAZE,81.2321,1513,ORB,4.34744,
AKAZE,80.7323,1541,ORB,4.53518,MAT_BF,SEL_KNN,71.9614,564,12.5156,49,12.2644,
AKAZE,81.7855,1529,ORB,4.50134,MAT_BF,SEL_KNN,72.1178,577,12.6142,62,14.7738,
AKAZE,83.3814,1561,ORB,4.301,MAT_BF,SEL_KNN,71.7995,552,14.091,56,13.446,
AKAZE,79.6137,1545,ORB,4.43898,MAT_BF,SEL_KNN,73.8837,579,16.6894,66,14.1762,
AKAZE,79.4913,1526,ORB,4.39646,MAT_BF,SEL_KNN,71.2407,576,15.7466,53,14.2472,
AKAZE,79.3395,1566,ORB,4.43027,MAT_BF,SEL_KNN,72.4604,567,12.7834,59,14.4456,
AKAZE,83.1067,1529,ORB,4.28666,MAT_BF,SEL_KNN,71.3925,584,11.9844,86,16.6197,
AKAZE,84.5744,1547,ORB,4.39379,MAT_BF,SEL_KNN,70.4695,601,13.1241,84,13.8246,
AKAZE,95.8752,1572,ORB,4.38172,MAT_BF,SEL_KNN,86.7631,586,13.0241,81,12.8005,
AKAZE,77.8821,1567,ORB,4.61677,MAT_BF,SEL_KNN,73.6555,593,11.1746,86,11.7789,
AKAZE,79.5531,1538,ORB,4.58937,MAT_BF,SEL_KNN,73.0649,549,12.8086,63,11.6465,
AKAZE,85.3811,1513,ORB,4.48479,MAT_BF,SEL_KNN,72.2489,573,8.95978,73,10.3302,
AKAZE,85.1758,1538,ORB,4.56764,MAT_BF,SEL_KNN,72.1078,576,9.96439,76,10.0211,
AKAZE,80.8199,1555,ORB,4.46328,MAT_BF,SEL_KNN,74.2395,599,9.59863,80,11.1124,
AKAZE,81.6418,1544,ORB,4.42968,MAT_BF,SEL_KNN,71.9582,621,8.52157,76,10.6645,
AKAZE,77.0415,1563,ORB,4.49093,MAT_BF,SEL_KNN,71.1055,610,9.51556,74,10.5882,
AKAZE,76.3392,1561,ORB,4.4921,MAT_BF,SEL_KNN,74.223,595,9.61238,64,9.26783,
AKAZE,76.0959,1569,ORB,4.59942,MAT_BF,SEL_KNN,73.359,652,8.3988,58,8.92363,
AKAZE,80.7386,1513,SIFT,110.23,
AKAZE,82.6545,1541,SIFT,112.928,MAT_BF,SEL_KNN,76.1773,1136,12.5156,101,12.3917,
AKAZE,78.7549,1529,SIFT,110.914,MAT_BF,SEL_KNN,76.4058,1150,12.6142,113,14.646,
AKAZE,78.297,1561,SIFT,113.3,MAT_BF,SEL_KNN,79.622,1166,14.091,120,13.2099,
AKAZE,79.3773,1545,SIFT,109.91,MAT_BF,SEL_KNN,76.6928,1147,16.6894,106,14.1141,
AKAZE,85.4994,1526,SIFT,112.748,MAT_BF,SEL_KNN,77.7045,1146,15.7466,105,16.5981,
AKAZE,80.1126,1566,SIFT,112.451,MAT_BF,SEL_KNN,78.5188,1138,12.7834,102,13.9616,
AKAZE,76.2608,1529,SIFT,113.393,MAT_BF,SEL_KNN,76.4098,1159,11.9844,121,15.4755,
AKAZE,78.1968,1547,SIFT,116.251,MAT_BF,SEL_KNN,78.8173,1169,13.1241,122,13.7666,
AKAZE,82.2558,1572,SIFT,116.34,MAT_BF,SEL_KNN,82.5095,1161,13.0241,120,14.0957,
AKAZE,82.9711,1567,SIFT,115.258,MAT_BF,SEL_KNN,79.2305,1209,11.1746,130,11.7553,
AKAZE,80.258,1538,SIFT,113.964,MAT_BF,SEL_KNN,80.633,1149,12.8086,118,12.2206,
AKAZE,80.1527,1513,SIFT,114.144,MAT_BF,SEL_KNN,78.5939,1134,8.95978,123,11.3559,
AKAZE,86.5232,1538,SIFT,115.454,MAT_BF,SEL_KNN,78.6006,1145,9.96439,122,10.8611,
AKAZE,81.3186,1555,SIFT,113.654,MAT_BF,SEL_KNN,79.399,1181,9.59863,123,10.4743,
AKAZE,78.464,1544,SIFT,113.32,MAT_BF,SEL_KNN,82.8779,1183,8.52157,117,9.94151,
AKAZE,77.7025,1563,SIFT,114.728,MAT_BF,SEL_KNN,81.6441,1221,9.51556,124,9.89604,
AKAZE,80.8709,1561,SIFT,113.021,MAT_BF,SEL_KNN,80.7399,1210,9.61238,116,9.02048,
AKAZE,79.9421,1569,SIFT,114.379,MAT_BF,SEL_KNN,82.0051,1215,8.3988,118,8.99147,
AKAZE,81.4706,1513,BRISK,16.2091,
AKAZE,79.3437,1541,BRISK,16.2535,MAT_BF,SEL_KNN,132.194,786,12.5156,77,12.9115,
AKAZE,77.3371,1529,BRISK,16.4472,MAT_BF,SEL_KNN,137.955,773,12.6142,84,13.7941,
AKAZE,75.3522,1561,BRISK,16.8252,MAT_BF,SEL_KNN,138.541,775,14.091,82,13.8888,
AKAZE,78.521,1545,BRISK,16.6446,MAT_BF,SEL_KNN,141.79,766,16.6894,88,14.6116,
AKAZE,80.0553,1526,BRISK,16.0896,MAT_BF,SEL_KNN,135.325,783,15.7466,81,14.7461,
AKAZE,79.1364,1566,BRISK,16.8408,MAT_BF,SEL_KNN,139.94,806,12.7834,83,14.8709,
AKAZE,77.2322,1529,BRISK,16.3817,MAT_BF,SEL_KNN,137.394,821,11.9844,96,16.3814,
AKAZE,79.5831,1547,BRISK,16.6608,MAT_BF,SEL_KNN,138.198,802,13.1241,102,14.1452,
AKAZE,86.1747,1572,BRISK,16.8008,MAT_BF,SEL_KNN,139.055,798,13.0241,95,14.5223,
AKAZE,78.9107,1567,BRISK,16.7277,MAT_BF,SEL_KNN,144.074,803,11.1746,102,11.9038,
AKAZE,80.4337,1538,BRISK,16.9469,MAT_BF,SEL_KNN,138.297,807,12.8086,89,12.6519,
AKAZE,79.8466,1513,BRISK,16.6395,MAT_BF,SEL_KNN,134.832,813,8.95978,99,10.7585,
AKAZE,83.1846,1538,BRISK,16.44,MAT_BF,SEL_KNN,137.031,841,9.96439,102,10.3211,
AKAZE,79.7081,1555,BRISK,16.3333,MAT_BF,SEL_KNN,138.705,877,9.59863,93,9.70358,
AKAZE,80.3898,1544,BRISK,16.0859,MAT_BF,SEL_KNN,140.607,877,8.52157,85,9.78819,
AKAZE,80.9861,1563,BRISK,16.4906,MAT_BF,SEL_KNN,142.242,867,9.51556,93,10.1785,
AKAZE,85.7552,1561,BRISK,17.0773,MAT_BF,SEL_KNN,143.758,921,9.61238,94,9.63517,
AKAZE,84.3979,1569,BRISK,16.5144,MAT_BF,SEL_KNN,142.82,917,8.3988,98,9.10764,
ORB,4.75162,467,FREAK,54.2371,
ORB,4.63973,467,FREAK,53.7624,MAT_BF,SEL_KNN,1.9564,105,12.5156,15,24.9194,
ORB,4.76347,467,FREAK,54.3191,MAT_BF,SEL_KNN,2.04426,111,12.6142,17,43.2969,
ORB,4.70405,467,FREAK,54.225,MAT_BF,SEL_KNN,2.0552,118,14.091,16,11.5009,
ORB,8.62519,467,FREAK,60.54,MAT_BF,SEL_KNN,2.1368,129,16.6894,18,12.0076,
ORB,4.74525,467,FREAK,52.7945,MAT_BF,SEL_KNN,2.23721,114,15.7466,14,-5475.9,
ORB,4.71696,467,FREAK,52.5576,MAT_BF,SEL_KNN,2.10305,130,12.7834,12,10.1261,
ORB,4.13529,467,FREAK,57.4514,MAT_BF,SEL_KNN,2.32317,126,11.9844,17,25.1486,
ORB,4.92226,467,FREAK,54.1915,MAT_BF,SEL_KNN,2.35359,128,13.1241,20,12.186,
ORB,4.88538,467,FREAK,53.4697,MAT_BF,SEL_KNN,2.22711,124,13.0241,17,12.9276,
ORB,4.7274,467,FREAK,52.8272,MAT_BF,SEL_KNN,2.35322,130,11.1746,18,13.3275,
ORB,4.81746,467,FREAK,53.6644,MAT_BF,SEL_KNN,2.40709,137,12.8086,15,21.3894,
ORB,4.51573,467,FREAK,50.2607,MAT_BF,SEL_KNN,2.3312,141,8.95978,18,14.7951,
ORB,4.5111,467,FREAK,50.1352,MAT_BF,SEL_KNN,2.18181,133,9.96439,24,19.4487,
ORB,4.40386,467,FREAK,50.6628,MAT_BF,SEL_KNN,2.18044,127,9.59863,20,11.3226,
ORB,4.80825,467,FREAK,52.4365,MAT_BF,SEL_KNN,2.21794,129,8.52157,13,11.1017,
ORB,4.56829,467,FREAK,50.3911,MAT_BF,SEL_KNN,2.448,131,9.51556,17,11.6227,
ORB,4.48624,467,FREAK,51.0158,MAT_BF,SEL_KNN,2.48151,121,9.61238,15,8.17007,
ORB,4.46518,467,FREAK,49.9224,MAT_BF,SEL_KNN,2.42987,130,8.3988,13,12.0044,
ORB,5.13526,467,BRIEF,2.72491,
ORB,4.72677,467,BRIEF,2.54716,MAT_BF,SEL_KNN,6.84034,248,12.5156,28,12.6008,
ORB,3.97288,467,BRIEF,2.93525,MAT_BF,SEL_KNN,6.40498,247,12.6142,27,-inf,
ORB,3.61413,467,BRIEF,2.87025,MAT_BF,SEL_KNN,6.60747,240,14.091,29,15.4956,
ORB,4.19743,467,BRIEF,2.8116,MAT_BF,SEL_KNN,6.50721,245,16.6894,32,15.3063,
ORB,4.31043,467,BRIEF,2.7172,MAT_BF,SEL_KNN,6.61562,245,15.7466,21,38.364,
ORB,4.54232,467,BRIEF,2.29193,MAT_BF,SEL_KNN,6.67981,263,12.7834,30,-inf,
ORB,6.87854,467,BRIEF,2.53564,MAT_BF,SEL_KNN,6.34733,238,11.9844,36,-inf,
ORB,3.68115,467,BRIEF,3.14235,MAT_BF,SEL_KNN,6.36696,244,13.1241,40,14.8982,
ORB,3.50857,467,BRIEF,2.61211,MAT_BF,SEL_KNN,6.46278,243,13.0241,40,-inf,
ORB,3.61622,467,BRIEF,3.03247,MAT_BF,SEL_KNN,6.96095,243,11.1746,37,13.2348,
ORB,4.78156,467,BRIEF,2.57063,MAT_BF,SEL_KNN,6.49837,233,12.8086,29,15.4101,
ORB,3.9274,467,BRIEF,2.87071,MAT_BF,SEL_KNN,6.70641,252,8.95978,31,14.0253,
ORB,4.32107,467,BRIEF,2.68213,MAT_BF,SEL_KNN,6.4665,234,9.96439,32,11.5035,
ORB,3.78715,467,BRIEF,3.2707,MAT_BF,SEL_KNN,6.64748,266,9.59863,36,11.5103,
ORB,4.59682,467,BRIEF,2.23335,MAT_BF,SEL_KNN,6.578,256,8.52157,29,13.3067,
ORB,3.60325,467,BRIEF,2.73633,MAT_BF,SEL_KNN,6.90054,244,9.51556,31,14.5832,
ORB,4.30059,467,BRIEF,2.54526,MAT_BF,SEL_KNN,6.74421,234,9.61238,25,7.72164,
ORB,4.58416,467,BRIEF,2.95264,MAT_BF,SEL_KNN,6.80887,234,8.3988,24,32.5091,
ORB,4.41536,467,ORB,2.89357,
ORB,4.83648,467,ORB,2.78564,MAT_BF,SEL_KNN,6.68636,210,12.5156,23,13.2461,
ORB,4.46739,467,ORB,4.02548,MAT_BF,SEL_KNN,6.79245,206,12.6142,22,-inf,
ORB,4.20605,467,ORB,3.28384,MAT_BF,SEL_KNN,6.83773,204,14.091,28,37.371,
ORB,4.50112,467,ORB,3.98977,MAT_BF,SEL_KNN,6.84959,209,16.6894,32,47.497,
ORB,4.34966,467,ORB,3.2639,MAT_BF,SEL_KNN,6.80552,213,15.7466,22,38.364,
ORB,4.38802,467,ORB,3.18463,MAT_BF,SEL_KNN,6.66355,222,12.7834,25,-inf,
ORB,4.41914,467,ORB,3.16387,MAT_BF,SEL_KNN,6.79679,211,11.9844,34,14.2882,
ORB,4.56686,467,ORB,2.85702,MAT_BF,SEL_KNN,6.84295,193,13.1241,31,1075.38,
ORB,5.17856,467,ORB,2.85662,MAT_BF,SEL_KNN,6.80663,208,13.0241,36,-inf,
ORB,4.82268,467,ORB,2.73377,MAT_BF,SEL_KNN,6.53412,210,11.1746,30,12.9162,
ORB,4.93575,467,ORB,2.66031,MAT_BF,SEL_KNN,6.71193,201,12.8086,20,-inf,
ORB,4.78392,467,ORB,2.55734,MAT_BF,SEL_KNN,6.66428,209,8.95978,31,13.0069,
ORB,4.73894,467,ORB,2.74845,MAT_BF,SEL_KNN,6.6597,208,9.96439,31,14.0032,
ORB,5.11951,467,ORB,2.76305,MAT_BF,SEL_KNN,6.71684,225,9.59863,36,10.9,
ORB,4.48901,467,ORB,3.9036,MAT_BF,SEL_KNN,6.77964,223,8.52157,27,21.503,
ORB,4.68142,467,ORB,3.8948,MAT_BF,SEL_KNN,6.73261,198,9.51556,26,12.0086,
ORB,4.57014,467,ORB,3.89221,MAT_BF,SEL_KNN,6.79671,215,9.61238,19,10.4972,
ORB,4.42414,467,ORB,3.25871,MAT_BF,SEL_KNN,6.90229,198,8.3988,24,11.9816,
ORB,4.51059,467,SIFT,553.008,
ORB,4.87162,467,SIFT,559.498,MAT_BF,SEL_KNN,7.36866,355,12.5156,38,16.3508,
ORB,4.71742,467,SIFT,561.146,MAT_BF,SEL_KNN,7.49904,362,12.6142,33,-inf,
ORB,4.65814,467,SIFT,562.857,MAT_BF,SEL_KNN,7.47212,357,14.091,45,17.9275,
ORB,4.41608,467,SIFT,559.83,MAT_BF,SEL_KNN,7.47879,356,16.6894,39,53.7513,
ORB,4.47352,467,SIFT,566.279,MAT_BF,SEL_KNN,7.43728,370,15.7466,37,52.5513,
ORB,4.15836,467,SIFT,564.825,MAT_BF,SEL_KNN,7.49404,376,12.7834,36,-inf,
ORB,4.94943,467,SIFT,567.183,MAT_BF,SEL_KNN,7.42404,378,11.9844,44,15.4507,
ORB,5.05417,467,SIFT,562.905,MAT_BF,SEL_KNN,7.35795,353,13.1241,42,14.9744,
ORB,5.67853,467,SIFT,568.476,MAT_BF,SEL_KNN,7.53028,355,13.0241,41,-inf,
ORB,5.0272,467,SIFT,562.498,MAT_BF,SEL_KNN,7.5707,363,11.1746,38,11.8304,
ORB,5.03678,467,SIFT,570.852,MAT_BF,SEL_KNN,7.4407,352,12.8086,28,87.0682,
ORB,4.45822,467,SIFT,561.505,MAT_BF,SEL_KNN,7.52855,354,8.95978,42,23.1088,
ORB,4.58631,467,SIFT,564.88,MAT_BF,SEL_KNN,7.52058,374,9.96439,37,11.9093,
ORB,4.5277,467,SIFT,585.379,MAT_BF,SEL_KNN,7.4436,382,9.59863,41,12.3488,
ORB,5.43642,467,SIFT,567.172,MAT_BF,SEL_KNN,7.49292,369,8.52157,34,22.3605,
ORB,5.06437,467,SIFT,564.588,MAT_BF,SEL_KNN,7.45649,352,9.51556,35,13.3941,
ORB,4.73197,467,SIFT,564.814,MAT_BF,SEL_KNN,7.35393,356,9.61238,31,7.46588,
ORB,4.65728,467,SIFT,568.461,MAT_BF,SEL_KNN,7.44438,357,8.3988,32,11.2262,
ORB,4.89875,467,BRISK,5.46659,
ORB,4.85408,467,BRISK,5.11584,MAT_BF,SEL_KNN,7.2624,238,12.5156,24,10.3483,
ORB,4.39987,467,BRISK,5.1705,MAT_BF,SEL_KNN,7.20069,234,12.6142,24,-33.5293,
ORB,4.70677,467,BRISK,5.379,MAT_BF,SEL_KNN,7.25944,238,14.091,28,10.836,
ORB,4.93116,467,BRISK,5.32639,MAT_BF,SEL_KNN,7.3214,239,16.6894,30,28.3101,
ORB,5.08571,467,BRISK,5.14691,MAT_BF,SEL_KNN,7.25033,259,15.7466,28,37.6118,
ORB,4.90552,467,BRISK,5.18643,MAT_BF,SEL_KNN,7.65766,257,12.7834,26,13.7065,
ORB,4.48739,467,BRISK,5.79794,MAT_BF,SEL_KNN,7.76976,241,11.9844,27,-inf,
ORB,4.3764,467,BRISK,6.28309,MAT_BF,SEL_KNN,8.20303,256,13.1241,32,12.3351,
ORB,4.56749,467,BRISK,5.36887,MAT_BF,SEL_KNN,7.63646,254,13.0241,31,12.2131,
ORB,4.69602,467,BRISK,5.10241,MAT_BF,SEL_KNN,7.54537,247,11.1746,35,13.3722,
ORB,3.8116,467,BRISK,5.00834,MAT_BF,SEL_KNN,7.34428,246,12.8086,25,13.7238,
ORB,4.51802,467,BRISK,5.06807,MAT_BF,SEL_KNN,7.7619,252,8.95978,24,12.3981,
ORB,4.72086,467,BRISK,5.09176,MAT_BF,SEL_KNN,7.21624,252,9.96439,23,13.4537,
ORB,4.68283,467,BRISK,4.86111,MAT_BF,SEL_KNN,6.8209,247,9.59863,26,13.8753,
ORB,4.90768,467,BRISK,5.15812,MAT_BF,SEL_KNN,7.04917,232,8.52157,21,12.4904,
ORB,3.94467,467,BRISK,5.04681,MAT_BF,SEL_KNN,6.9798,225,9.51556,25,13.2533,
ORB,4.59209,467,BRISK,5.06338,MAT_BF,SEL_KNN,7.4611,239,9.61238,22,12.807,
ORB,4.55118,467,BRISK,5.17435,MAT_BF,SEL_KNN,7.59558,250,8.3988,20,11.5658,
